yard,code,name,commodity,metal,wt,cost,price,src,mkt
Milton,BRINDUST,BRASS DUST,BRASS TIER 2,BRASS,0.0,0.0,0.0,,0.0
Milton,BRFHGGF,BRASS FINES - HGGF,BRASS TIER 2,BRASS,0.0,0.0,0.0,,0.0
Milton,BRFLLGGF,BRASS FINES - LGGF,BRASS TIER 2,BRASS,0.0,0.0,0.0,,0.0
Milton,BRFLASH,BRASS FLASHINGS,BRASS TIER 2,BRASS,0.0,0.0,0.0,,0.0
Milton,BRFC,BRASS FURNACE CUTTINGS,BRASS TIER 2,BRASS,0.0,0.0,0.0,,0.0
Milton,BRSLAG,BRASS SLAG,BRASS TIER 2,BRASS,0.0,0.0,0.0,,0.0
Milton,BRSPL01,BRASS SPILLS,BRASS TIER 2,BRASS,0.0,0.0,0.0,,0.0
Milton,BRASTUR,BRASS TURNINGS,BRASS TIER 2,BRASS,0.0,0.0,0.0,,0.0
Merrillville,BRNZTRN,BRONZE TURNINGS,BRASS TIER 2,BRASS,101.0,131.3,1.5,purchase,151.5
Milton,BRNZTRN,BRONZE TURNINGS,BRASS TIER 2,BRASS,162.0,243.0,1.5,purchase,243.0
Merrillville,CRNIBR7030,CHROME/NICKEL PLATED BRASS SHELLS,BRASS TIER 2,BRASS,0.0,0.0,3.45,recent sale,0.0
Milton,DRTYBRSTRN,DIRTY BRASS TURNINGS,BRASS TIER 2,BRASS,161.0,241.5,1.5,purchase,241.5
Merrillville,DRKBS,Door Knobs,BRASS TIER 2,BRASS,37.0,2.2357,0.8,recent sale,29.6
Milton,DRKBS,Door Knobs,BRASS TIER 2,BRASS,18.0,1.08,0.8,recent sale,14.4
Milton,BREDMC,EDM CHOPS,BRASS TIER 2,BRASS,613.0,968.54,3.3,YTD sale,2022.9
Milton,ELECBR,ELECTRICAL BRASS,BRASS TIER 2,BRASS,0.0,0.0,0.0,,0.0
Merrillville,BRHEATR,HEATER CORES,BRASS TIER 2,BRASS,219.0,18.1873,0.083,avg cost,18.19
Merrillville,IrBrTs,Irony Brass Turnings,BRASS TIER 2,BRASS,0.0,0.0,0.8666,avg cost,0.0
Milton,MIXBR,MIXED BRASS,BRASS TIER 2,BRASS,227.0,228.4286,1.45,recent sale,329.15
Merrillville,BR0PHOS,PHOS BRONZE SOLIDS,BRASS TIER 2,BRASS,148.0,330.04,2.0,purchase,296.0
Milton,BR0PHOS,PHOS BRONZE SOLIDS,BRASS TIER 2,BRASS,20.0,40.0,2.0,purchase,40.0
Merrillville,Pwtr,Pewter,BRASS TIER 2,BRASS,17.0,54.06,3.18,avg cost,54.06
Merrillville,SvrPBr,Silver Plated Brass,BRASS TIER 2,BRASS,0.0,0.0,0.0,,0.0
Merrillville,CU00001,#1 COPPER,COPPER TIER 1,COPPER,333.0,1660.5652,5.4535,recent sale,1816.03
Milton,CU00001,#1 COPPER,COPPER TIER 1,COPPER,703.0,2233.0054,5.4535,recent sale,3833.83
Merrillville,CU00002,#2 COPPER,COPPER TIER 1,COPPER,449.0,2155.2123,5.2811,recent sale,2371.21
Milton,CU00002,#2 COPPER,COPPER TIER 1,COPPER,1435.0,4102.9243,5.2811,recent sale,7578.38
Merrillville,CU00003,#3 COPPER,COPPER TIER 1,COPPER,859.0,2413.4648,5.17,recent sale,4441.03
Milton,CU00003,#3 COPPER,COPPER TIER 1,COPPER,574.0,1524.6597,5.17,recent sale,2967.58
Merrillville,CU0003MICA,#3 Cu MICA 98%,COPPER TIER 1,COPPER,0.0,0.0,5.17,recent sale,0.0
Milton,CU0003MICA,#3 Cu MICA 98%,COPPER TIER 1,COPPER,0.0,0.0,5.17,recent sale,0.0
Merrillville,CUBB001,BARE BRIGHT COPPER,COPPER TIER 1,COPPER,63.0,327.6,5.674,recent sale,357.46
Milton,CUBB001,BARE BRIGHT COPPER,COPPER TIER 1,COPPER,285.0,1071.55,5.674,recent sale,1617.09
Milton,BRYTRN,BERYLLIUM TURNINGS,COPPER TIER 1,COPPER,0.0,0.0,0.0,,0.0
Milton,BRCU,BRASS/COPPER MIX,COPPER TIER 1,COPPER,228.0,259.903,0.85,recent sale,193.8
Merrillville,BrCuSds,Beryllium Copper Solids,COPPER TIER 1,COPPER,0.0,0.0,5.2,recent sale,0.0
Milton,BrCuSds,Beryllium Copper Solids,COPPER TIER 1,COPPER,130.0,228.3448,5.2,recent sale,676.0
Milton,CUREFIN,COPPER REFINERY,COPPER TIER 1,COPPER,0.0,0.0,0.0,,0.0
Milton,INCU T,COPPER TURNINGS,COPPER TIER 1,COPPER,265.0,774.0,2.9208,purchase,774.0
Merrillville,CUBSBR,CU BUSS BAR,COPPER TIER 1,COPPER,145.0,573.2248,5.73,recent sale,830.85
Milton,CUBSBR,CU BUSS BAR,COPPER TIER 1,COPPER,0.0,0.0,5.73,recent sale,0.0
Merrillville,SVPBB,SILVER PLTD BUSS BAR,COPPER TIER 1,COPPER,0.0,0.0,5.42,recent sale,0.0
Milton,SVPBB,SILVER PLTD BUSS BAR,COPPER TIER 1,COPPER,70.0,147.0,5.42,recent sale,379.4
Merrillville,SvPtCu,Silver Plated Copper,COPPER TIER 1,COPPER,10.0,20.0,2.0,purchase,20.0
Milton,SvPtCu,Silver Plated Copper,COPPER TIER 1,COPPER,0.0,0.0,2.0,purchase,0.0
Merrillville,TCUBSBR,TIN PLATED BUSBAR,COPPER TIER 1,COPPER,0.0,0.0,5.42,recent sale,0.0
Milton,TCUBSBR,TIN PLATED BUSBAR,COPPER TIER 1,COPPER,129.0,105.7089,5.42,recent sale,699.18
Merrillville,TNPDCWR,TIN PLTD COPPER WIRE,COPPER TIER 1,COPPER,119.0,521.3452,5.4173,recent sale,644.65
Milton,TNPDCWR,TIN PLTD COPPER WIRE,COPPER TIER 1,COPPER,187.0,374.0,5.4173,recent sale,1013.03
Milton,BERYCU,ZZ - DO NOT USE BERYLLIUM COPPER,COPPER TIER 1,COPPER,0.0,0.0,0.0,,0.0
Merrillville,CUIN160,#1 ICW 60%,COPPER TIER 2,COPPER,4386.0,10618.5128,3.3845,recent sale,14844.32
Milton,CUIN160,#1 ICW 60%,COPPER TIER 2,COPPER,0.0,0.0,3.3845,recent sale,0.0
Merrillville,CUIN172,#1 ICW 72%,COPPER TIER 2,COPPER,38.0,114.0,3.0,purchase,114.0
Milton,CUIN172,#1 ICW 72%,COPPER TIER 2,COPPER,0.0,0.0,3.0,purchase,0.0
Merrillville,ICW80,#1 ICW 80%,COPPER TIER 2,COPPER,1921.0,7227.0564,5.0,recent sale,9605.0
Milton,ICW80,#1 ICW 80%,COPPER TIER 2,COPPER,365.0,989.05,5.0,recent sale,1825.0
Merrillville,CUIN185,#1 ICW 85%,COPPER TIER 2,COPPER,156.0,522.3069,3.3261,purchase,518.87
Milton,CUIN185,#1 ICW 85%,COPPER TIER 2,COPPER,0.0,0.0,3.3261,purchase,0.0
Merrillville,CUIN188,#1 ICW 88%,COPPER TIER 2,COPPER,273.0,1196.2744,4.8429,recent sale,1322.11
Milton,CUIN188,#1 ICW 88%,COPPER TIER 2,COPPER,62.0,173.85,4.8429,recent sale,300.26
Merrillville,CUIN190,#1 ICW 90%,COPPER TIER 2,COPPER,572.0,1982.7093,3.439,purchase,1967.08
Milton,CUIN190,#1 ICW 90%,COPPER TIER 2,COPPER,0.0,0.0,3.439,purchase,0.0
Merrillville,CUIN220,#2 ICW 20% - CHRISTMAS LIGHTS,COPPER TIER 2,COPPER,72.0,14.4,0.7,recent sale,50.4
Milton,CUIN220,#2 ICW 20% - CHRISTMAS LIGHTS,COPPER TIER 2,COPPER,273.0,62.78,0.7,recent sale,191.1
Merrillville,CUIN235,#2 ICW 35%,COPPER TIER 2,COPPER,614.0,47.2166,1.63,recent sale,1000.82
Milton,CUIN235,#2 ICW 35%,COPPER TIER 2,COPPER,1578.0,651.0477,1.63,recent sale,2572.14
Merrillville,CUIN245,#2 ICW 45%,COPPER TIER 2,COPPER,1664.0,1821.7352,2.22,recent sale,3694.08
Milton,CUIN245,#2 ICW 45%,COPPER TIER 2,COPPER,178.0,97.9,2.22,recent sale,395.16
Milton,ELIN50,#2 ICW 50%,COPPER TIER 2,COPPER,0.0,0.0,0.75,purchase,0.0
Merrillville,CUIN255,#2 ICW 55%,COPPER TIER 2,COPPER,0.0,0.0,0.85,purchase,0.0
Milton,CUIN255,#2 ICW 55%,COPPER TIER 2,COPPER,0.0,0.0,0.85,purchase,0.0
Merrillville,CUIN265,#2 ICW 65%,COPPER TIER 2,COPPER,9.0,11.7,3.4435,recent sale,30.99
Milton,CUIN265,#2 ICW 65%,COPPER TIER 2,COPPER,134.0,194.2086,3.4435,recent sale,461.43
Merrillville,CUIN280,#2 ICW 80%,COPPER TIER 2,COPPER,176.0,441.5368,3.79,YTD sale,667.04
Milton,CUIN280,#2 ICW 80%,COPPER TIER 2,COPPER,128.0,211.2,3.79,YTD sale,485.12
Merrillville,ALBXCBL,AL BX CABLE,COPPER TIER 2,COPPER,459.0,351.753,1.3007,purchase,597.02
Milton,ALBXCBL,AL BX CABLE,COPPER TIER 2,COPPER,54.0,67.5,1.3007,purchase,70.24
Merrillville,ALBXWI,ALUM BX WIRE,COPPER TIER 2,COPPER,0.0,0.0,0.1713,purchase,0.0
Milton,ALBXWI,ALUM BX WIRE,COPPER TIER 2,COPPER,19.0,1.9,0.1713,purchase,3.26
Merrillville,COMWIRECU,COMMUNICATION WIRE,COPPER TIER 2,COPPER,360.0,539.3254,2.3527,recent sale,846.98
Milton,COMWIRECU,COMMUNICATION WIRE,COPPER TIER 2,COPPER,3950.0,4699.85,2.3527,recent sale,9293.24
Merrillville,HELXOE,HELIAX OPEN-EYE,COPPER TIER 2,COPPER,0.0,0.0,0.55,purchase,0.0
Milton,HELXOE,HELIAX OPEN-EYE,COPPER TIER 2,COPPER,5.0,2.75,0.55,purchase,2.75
Merrillville,ICWHARWIR,ICW HARNESS WIRE,COPPER TIER 2,COPPER,7.0,8.7028,2.51,recent sale,17.57
Milton,ICWHARWIR,ICW HARNESS WIRE,COPPER TIER 2,COPPER,282.0,329.0052,2.51,recent sale,707.82
Merrillville,RMXWIR,ROMEX WIRE,COPPER TIER 2,COPPER,291.0,627.4933,3.6805,recent sale,1071.02
Milton,RMXWIR,ROMEX WIRE,COPPER TIER 2,COPPER,669.0,1500.494,3.6805,recent sale,2462.23
Milton,TARBSWR,TAR BASED WIRE,COPPER TIER 2,COPPER,334.0,524.2776,0.2025,purchase,67.64
Merrillville,TCABLE,Teck Cable,COPPER TIER 2,COPPER,0.0,0.0,0.6272,avg cost,0.0
Milton,TCABLE,Teck Cable,COPPER TIER 2,COPPER,0.0,0.0,0.6272,avg cost,0.0
Merrillville,ROMWIRE,ZZ DO NOT USE - ROMEX,COPPER TIER 2,COPPER,0.0,0.0,3.6268,YTD sale,0.0
Milton,ROMWIRE,ZZ DO NOT USE - ROMEX,COPPER TIER 2,COPPER,0.0,0.0,3.6268,YTD sale,0.0
Merrillville,OPNEYHLXCU,ZZ DO NOT USE HELIAX,COPPER TIER 2,COPPER,0.0,0.0,2.57,recent sale,0.0
Milton,OPNEYHLXCU,ZZ DO NOT USE HELIAX,COPPER TIER 2,COPPER,0.0,0.0,2.57,recent sale,0.0
Merrillville,CUALTER,ALTERNATORS,COPPER TIER 3,COPPER,119.0,23.9594,1.15,recent sale,136.85
Milton,CUALTER,ALTERNATORS,COPPER TIER 3,COPPER,1787.0,240.3498,1.15,recent sale,2055.05
Merrillville,CUBALST,BALLAST,COPPER TIER 3,COPPER,460.0,69.0,0.44,recent sale,202.4
Milton,CUBALST,BALLAST,COPPER TIER 3,COPPER,1935.0,127.9139,0.44,recent sale,851.4
Merrillville,COPARM,COPPER ARMATURES,COPPER TIER 3,COPPER,465.0,452.2393,0.7,YTD sale,325.5
Milton,COPARM,COPPER ARMATURES,COPPER TIER 3,COPPER,15.0,1.5,0.7,YTD sale,10.5
Merrillville,CUFUS,COPPER FUSES,COPPER TIER 3,COPPER,33.0,122.2629,0.148,purchase,4.88
Milton,CUFUS,COPPER FUSES,COPPER TIER 3,COPPER,11.0,1.65,0.148,purchase,1.63
Merrillville,CU TRANS,COPPER TRANSFORMERS,COPPER TIER 3,COPPER,290.0,58.0,0.9,recent sale,261.0
Milton,CU TRANS,COPPER TRANSFORMERS,COPPER TIER 3,COPPER,159.0,19.02,0.9,recent sale,143.1
Merrillville,CUALTRAN,COPPER/ALUMINUM TRANSFORMERS,COPPER TIER 3,COPPER,61.0,7.32,0.06,purchase,3.66
Milton,CUALTRAN,COPPER/ALUMINUM TRANSFORMERS,COPPER TIER 3,COPPER,438.0,29.61,0.06,purchase,26.28
Merrillville,CuBkrs,Copper Breakers,COPPER TIER 3,COPPER,0.0,0.0,0.07,purchase,0.0
Milton,CuBkrs,Copper Breakers,COPPER TIER 3,COPPER,10.0,0.7,0.07,purchase,0.7
Milton,CuSt,Cu/Steel Mix,COPPER TIER 3,COPPER,56.0,28.0,0.5,purchase,28.0
Merrillville,CUMOTORDC,DC MOTORS,COPPER TIER 3,COPPER,17.0,0.0,0.6,YTD sale,10.2
Merrillville,CUMOTOR,ELECTRIC MOTORS,COPPER TIER 3,COPPER,2038.0,305.7,0.67,recent sale,1365.46
Milton,CUMOTOR,ELECTRIC MOTORS,COPPER TIER 3,COPPER,6958.0,498.8564,0.67,recent sale,4661.86
Merrillville,CUMOD,ELECTRIC MOTORS - FE,COPPER TIER 3,COPPER,4487.0,433.6571,0.47,YTD sale,2108.89
Milton,CUMOD,ELECTRIC MOTORS - FE,COPPER TIER 3,COPPER,839.0,25.17,0.47,YTD sale,394.33
Merrillville,CUELMOL,ELECTRIC MOTORS - LARGE,COPPER TIER 3,COPPER,0.0,0.0,0.57,recent sale,0.0
Milton,CUELMOL,ELECTRIC MOTORS - LARGE,COPPER TIER 3,COPPER,0.0,0.0,0.57,recent sale,0.0
Merrillville,PRELMTR,PREMIUM ELECTRIC MOTORS ,COPPER TIER 3,COPPER,0.0,0.0,0.06,purchase,0.0
Milton,PRELMTR,PREMIUM ELECTRIC MOTORS ,COPPER TIER 3,COPPER,143.0,8.58,0.06,purchase,8.58
Merrillville,CUSEALD,SEALED UNITS,COPPER TIER 3,COPPER,5633.0,557.5387,0.53,recent sale,2985.49
Milton,CUSEALD,SEALED UNITS,COPPER TIER 3,COPPER,5269.0,330.8956,0.53,recent sale,2792.57
Merrillville,CUSTART,STARTERS,COPPER TIER 3,COPPER,82.0,20.5,0.9,recent sale,73.8
Milton,CUSTART,STARTERS,COPPER TIER 3,COPPER,1253.0,156.4529,0.9,recent sale,1127.7
Merrillville,STCSCOTRA,STEEL CASED COPPER TRANSFORMERS,COPPER TIER 3,COPPER,266.0,48.5571,0.35,YTD sale,93.1
Milton,STCSCOTRA,STEEL CASED COPPER TRANSFORMERS,COPPER TIER 3,COPPER,0.0,0.0,0.35,YTD sale,0.0
Merrillville,LEAUTOB,AUTO BATTERIES,LEAD,LEAD,16102.0,1599.8652,0.3161,YTD sale,5090.22
Milton,LEAUTOB,AUTO BATTERIES,LEAD,LEAD,14587.0,2104.5451,0.3161,YTD sale,4611.29
Merrillville,LESTRIP,CLEAN LEAD,LEAD,LEAD,0.0,0.0,0.25,purchase,0.0
Milton,LESTRIP,CLEAN LEAD,LEAD,LEAD,237.0,65.2445,0.25,purchase,59.25
Merrillville,FEPBCNTWTS,FE PB COUNTER WEIGHTS,LEAD,LEAD,0.0,0.0,0.0,,0.0
Milton,PBFINES,FINES - LEAD,LEAD,LEAD,51358.0,0.0,0.0,,0.0
Milton,Graphdst,GRAPHITE DUST,LEAD,LEAD,0.0,0.0,0.0,,0.0
Milton,LDPPE,LEAD PIPE,LEAD,LEAD,594.0,54.263,0.1,purchase,59.4
Milton,LEADSOLD,LEAD SOLIDS,LEAD,LEAD,0.0,0.0,0.35,recent sale,0.0
Milton,LIOB,LITHIUM ION BATTERIES,LEAD,LEAD,42832.0,2205.3416,0.1135,recent sale,4859.81
Merrillville,LERANGE,RANGE LEAD,LEAD,LEAD,113.0,53.5055,0.4735,avg cost,53.51
Milton,LERANGE,RANGE LEAD,LEAD,LEAD,0.0,0.0,0.4735,avg cost,0.0
Merrillville,SOFLEA,SOFT LEAD,LEAD,LEAD,1280.0,388.5451,0.8,recent sale,1024.0
Milton,SOFLEA,SOFT LEAD,LEAD,LEAD,335.0,70.789,0.8,recent sale,268.0
Merrillville,LEFECAS,STEEL CASED BATTERIES,LEAD,LEAD,0.0,0.0,0.2875,YTD sale,0.0
Milton,LEFECAS,STEEL CASED BATTERIES,LEAD,LEAD,2051.0,102.55,0.2875,YTD sale,589.62
Merrillville,LEWHEEL,WHEEL WEIGHTS,LEAD,LEAD,398.0,42.2676,0.0201,purchase,8.0
Milton,LEWHEEL,WHEEL WEIGHTS,LEAD,LEAD,4869.0,97.8657,0.0201,purchase,97.89
Milton,LDFNE,ZZ DO NOT USE - LEAD FINES (pb),LEAD,LEAD,4526.0,0.0,0.05,YTD sale,226.3
Milton,174SOLIDS,17-4 SOLIDS,STAINLESS STEEL TIER 1,STAINLESS STEEL,0.0,0.0,0.21,recent sale,0.0
Milton,NI174BO,17-4 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 1,STAINLESS STEEL,3760.0,155.6108,0.137,recent sale,515.26
Milton,2507SSS,2507 SS SOLIDS,STAINLESS STEEL TIER 1,STAINLESS STEEL,0.0,0.0,0.0,,0.0
Merrillville,304SSL,304 STAINLESS L,STAINLESS STEEL TIER 1,STAINLESS STEEL,5170.0,1034.0,0.2,purchase,1034.0
Milton,304SSL,304 STAINLESS L,STAINLESS STEEL TIER 1,STAINLESS STEEL,14.0,2.8,0.2,purchase,2.8
Merrillville,304SSOS,304 STAINLESS OVERSIZED,STAINLESS STEEL TIER 1,STAINLESS STEEL,1358.0,339.5,0.2063,purchase,280.17
Milton,304SSOS,304 STAINLESS OVERSIZED,STAINLESS STEEL TIER 1,STAINLESS STEEL,9400.0,1880.0,0.2063,purchase,1939.33
Merrillville,NISS300,304 STAINLESS SOLIDS,STAINLESS STEEL TIER 1,STAINLESS STEEL,25353.0,7068.6005,0.6565,recent sale,16643.94
Milton,NISS300,304 STAINLESS SOLIDS,STAINLESS STEEL TIER 1,STAINLESS STEEL,11321.0,3339.4527,0.6565,recent sale,7432.1
Merrillville,NI300BO,304 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 1,STAINLESS STEEL,728.0,174.72,0.6139,recent sale,446.92
Milton,NI300BO,304 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 1,STAINLESS STEEL,3306.0,954.3829,0.6139,recent sale,2029.55
Merrillville,304STNPLY,304 STAINLESS WITH POLY,STAINLESS STEEL TIER 1,STAINLESS STEEL,0.0,0.0,0.55,YTD sale,0.0
Milton,304STNPLY,304 STAINLESS WITH POLY,STAINLESS STEEL TIER 1,STAINLESS STEEL,0.0,0.0,0.55,YTD sale,0.0
Milton,316SSO,316 STAINLESS STEEL OVERSIZED,STAINLESS STEEL TIER 1,STAINLESS STEEL,6900.0,4709.4526,0.25,purchase,1725.0
Merrillville,NISS316,316 STAINLESS STEEL SOLIDS,STAINLESS STEEL TIER 1,STAINLESS STEEL,43390.0,24416.4796,1.18,recent sale,51200.2
Milton,NISS316,316 STAINLESS STEEL SOLIDS,STAINLESS STEEL TIER 1,STAINLESS STEEL,0.0,0.0,1.18,recent sale,0.0
Milton,NI316BO,316 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 1,STAINLESS STEEL,1147.0,474.1877,1.0,recent sale,1147.0
Merrillville,409SS,409 STAINLESS,STAINLESS STEEL TIER 1,STAINLESS STEEL,6698.0,793.1879,0.5,recent sale,3349.0
Merrillville,NIMIXD,STAINLESS STEEL - FE,STAINLESS STEEL TIER 1,STAINLESS STEEL,13934.0,4408.6033,0.45,recent sale,6270.3
Milton,NIMIXD,STAINLESS STEEL - FE,STAINLESS STEEL TIER 1,STAINLESS STEEL,1941.0,194.1,0.45,recent sale,873.45
Milton,NI138T,13-8 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0,,0.0
Milton,155SSS,15-5 STAINLESS SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0,,0.0
Milton,NI15-5,15-5 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,8603.0,172.06,0.02,avg cost,172.06
Merrillville,201,201 STAINLESS CLIP,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.4,recent sale,0.0
Milton,201,201 STAINLESS CLIP,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.4,recent sale,0.0
Milton,201SSCOIL,201 STAINLESS COIL,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0,,0.0
Milton,2205 Solids,2205 SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,3172.0,1268.8,0.4,purchase,1268.8
Milton,2205 STAINLESS,2205 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.85,recent sale,0.0
Milton,NISS301,301 STAINLESS STEEL SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.1,purchase,0.0
Milton,NISS309,309 STAINLESS STEEL SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0,,0.0
Milton,NISS310,310 STAINLESS STEEL SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0,,0.0
Milton,NISS400,400 STAINLESS STEEL SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0,,0.0
Milton,410SSTRN,410 SS TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,483.0,24.15,0.16,recent sale,77.28
Milton,410SSS,410 STAINLESS SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.24,recent sale,0.0
Milton,416SSS,416 SS SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0,,0.0
Milton,416SST,416 SS TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,202.0,6.06,0.03,purchase,6.06
Milton,430SSP,430 STAINLESS STEEL PIPE,STAINLESS STEEL TIER 2,STAINLESS STEEL,83.0,20.75,0.25,purchase,20.75
Milton,440SSS,440 STAINLESS SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0687,avg cost,0.0
Milton,446SS,446 STAINLESS STEEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0,,0.0
Milton,465TRNS,465 TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.6,recent sale,0.0
Merrillville,NICARBD,CARBIDE,STAINLESS STEEL TIER 2,STAINLESS STEEL,33.0,660.0,58.0,recent sale,1914.0
Milton,NICARBD,CARBIDE,STAINLESS STEEL TIER 2,STAINLESS STEEL,50.0,400.0,58.0,recent sale,2900.0
Milton,H13Solids,H-13 SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,1496.0,62.5892,0.35,recent sale,523.6
Milton,TSH13TRN,H-13 TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.3,recent sale,0.0
Merrillville,HAST276,HAST C-276 SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0,,0.0
Merrillville,NIINCON,INCONEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,1.7998,avg cost,0.0
Milton,NIINCON,INCONEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,151.0,256.65,1.7998,avg cost,271.77
Milton,INCTR,INCONEL TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.75,purchase,0.0
Milton,MIXSS,MIXED STAINLESS STEEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,646.0,32.3,0.6167,recent sale,398.37
Merrillville,MO2RE2,MO2-RE2,STAINLESS STEEL TIER 2,STAINLESS STEEL,884.0,1878.0,2.1244,avg cost,1878.0
Milton,NIMONEL,MONEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0,,0.0
Milton,MNT,MONEL TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,2.1693,recent sale,0.0
Milton,NI00001,NICKEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,41.0,41.0,1.0,purchase,41.0
Milton,NITITAN,TITANIUM SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.6,avg cost,0.0
Merrillville,TTSS,TITANIUM TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,33.0,4.95,0.15,purchase,4.95
Milton,TTSS,TITANIUM TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,625.0,158.2212,0.15,purchase,93.75
Milton,NITOOLS,TOOL STEEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,114.0,156.0154,20.0,recent sale,2280.0
Merrillville,TUNGMOTAINS,TUNGSTEN MOLY TA INSERTS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,30.68,YTD sale,0.0
Milton,TUNGMOTAINS,TUNGSTEN MOLY TA INSERTS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,30.68,YTD sale,0.0
Milton,UPFECHMO,UNPREPARED FE/CHROME/MOLY,STAINLESS STEEL TIER 2,STAINLESS STEEL,93792.0,6970.228,0.18,recent sale,16882.56
Merrillville,ZNDICST,ZINC DIE CAST,ZINC,ZINC,984.0,497.5314,0.35,purchase,344.4
Milton,ZNOX,ZINC OXIDE,ZINC,ZINC,0.0,0.0,0.0,,0.0
Milton,ZI00001,ZINC SOLIDS,ZINC,ZINC,440.0,101.5269,0.25,purchase,110.0
Milton,ZNTURN,ZINC TURNINGS,ZINC,ZINC,146.0,21.9,0.15,avg cost,21.9
Merrillville,ACPUM,AC PUMPS,OTHER,OTHER,95.0,24.7117,0.7,recent sale,66.5
Milton,ACPUM,AC PUMPS,OTHER,OTHER,988.0,92.7244,0.7,recent sale,691.6
Milton,BARRELS,BARRELS,OTHER,OTHER,10000.0,474.0,0.0474,avg cost,473.94
Milton,BRKERTIN,BROKERED TIN,OTHER,OTHER,0.0,0.0,0.0,,0.0
Milton,PRCATAL,CATALYTIC CONVERTOR,OTHER,OTHER,579.0,4916.284,20.0,YTD sale,11580.0
Milton,CO6FE,CO/6 HIGH FE,OTHER,OTHER,2878.0,2014.6,0.7,purchase,2014.6
Merrillville,MA00001,MAGNESIUM,OTHER,OTHER,5.0,0.0,0.01,purchase,0.05
Milton,MA00001,MAGNESIUM,OTHER,OTHER,330.0,3.3,0.01,purchase,3.3
Milton,MAGCST,MAGNESIUM CASTINGS,OTHER,OTHER,3778.0,334.75,0.0886,purchase,334.75
Milton,MGNSMTRNS,MAGNESIUM TURNINGS,OTHER,OTHER,16745.0,314.8753,0.01,purchase,167.45
Milton,ELPLUG,PLUG ENDS,OTHER,OTHER,41.0,1.64,0.04,purchase,1.64
Merrillville,CB2,CARDBOARD,ZWASTE,ZWASTE,4017.0,278.9922,0.0246,YTD sale,98.63
Milton,CB2,CARDBOARD,ZWASTE,ZWASTE,37077.0,0.0,0.0246,YTD sale,910.37
Merrillville,WASTE,WASTE,ZWASTE,ZWASTE,13178.0,0.0,0.0,,0.0
Milton,WASTE,WASTE,ZWASTE,ZWASTE,2851.0,0.0,0.0,,0.0
