,stainless
2025-03-07,13111.731740246347
2025-03-10,13090.595016021289
2025-03-11,12929.213264912489
2025-03-12,13474.530442208665
2025-03-13,13049.004841354521
2025-03-14,12429.455117707594
2025-03-17,12548.570877044598
2025-03-18,12408.402189729859
2025-03-19,12130.149908966476
2025-03-20,12319.066481053616
2025-03-21,12383.436240561618
2025-03-24,12228.378258109748
2025-03-25,11886.075490830834
2025-03-26,12114.94450640249
2025-03-27,12287.858631049208
2025-03-28,12259.012232672794
2025-03-31,12766.342138908145
2025-04-01,12466.628388978414
2025-04-02,12052.317756277384
2025-04-03,11867.910449513889
2025-04-04,11854.047722272815
2025-04-07,11915.866475133049
2025-04-08,11850.717137292644
2025-04-09,11941.106616032992
2025-04-10,11614.208787337806
2025-04-11,11987.897161625917
2025-04-14,11964.244983329858
2025-04-15,12260.625936489765
2025-04-16,12351.60084225299
2025-04-17,12474.573453581972
2025-04-18,12630.202206096872
2025-04-21,12753.405087763009
2025-04-22,12933.299164672611
2025-04-23,13315.738537650584
2025-04-24,13371.370324723734
2025-04-25,13579.811636724146
2025-04-28,13550.7524185622
2025-04-29,13985.624553133237
2025-04-30,13776.348506656406
2025-05-01,14332.025221639371
2025-05-02,14316.997520463068
2025-05-05,13870.137570758727
2025-05-06,13907.091630089619
2025-05-07,13697.583509970978
2025-05-08,13951.544078396642
2025-05-09,13749.981684133725
2025-05-12,13613.151962955095
2025-05-13,13055.535679813092
2025-05-14,12923.871774327428
2025-05-15,12249.326060832687
2025-05-16,11827.00474883274
2025-05-19,12024.994175143293
2025-05-20,12233.142980812961
2025-05-21,12346.414205219698
2025-05-22,12083.998781590975
2025-05-23,12069.318071324911
2025-05-26,12066.384147479195
2025-05-27,11760.191018735495
2025-05-28,12154.546676590315
2025-05-29,12389.924991033657
2025-05-30,12327.692432949536
2025-06-02,12332.983215049917
2025-06-03,12387.748428019006
2025-06-04,11840.528214494794
2025-06-05,11774.248328723233
2025-06-06,11596.632704396065
2025-06-09,11341.487198338904
2025-06-10,11269.568801224405
2025-06-11,11723.292074802377
2025-06-12,11888.163068953183
2025-06-13,11737.46897744803
2025-06-16,11884.639579974611
2025-06-17,12255.023953830238
2025-06-18,12505.374821477157
2025-06-19,12519.777240372681
2025-06-20,12340.447321090081
2025-06-23,12529.8394313463
2025-06-24,12636.946698795395
2025-06-25,12886.732138922604
2025-06-26,13066.331367323342
2025-06-27,13370.029117439077
2025-06-30,13211.016320466184
2025-07-01,13598.142054342821
2025-07-02,13655.278375482183
2025-07-03,14292.253140370553
2025-07-04,14074.417650820164
2025-07-07,14621.15587199987
2025-07-08,14682.691401459373
2025-07-09,14470.950656117177
2025-07-10,14315.041915033498
2025-07-11,14211.964522703112
2025-07-14,14343.149930301159
2025-07-15,14507.07149663546
2025-07-16,14322.384074792295
2025-07-17,14312.352485655505
2025-07-18,15002.1257219107
2025-07-21,15582.008729001378
2025-07-22,15730.056427317562
2025-07-23,15740.665324583822
2025-07-24,15779.794038746692
2025-07-25,15992.076369236333
2025-07-28,15632.92435461265
2025-07-29,15541.920413225746
2025-07-30,14978.089072531811
2025-07-31,15108.035532159025
2025-08-01,15322.654131137699
2025-08-04,15157.802939164418
2025-08-05,15690.491635359369
2025-08-06,15269.625863268333
2025-08-07,14782.0779211772
2025-08-08,14852.97976464718
2025-08-11,15197.38175042463
2025-08-12,15769.640197582887
2025-08-13,15608.340949418443
2025-08-14,15981.382229232024
2025-08-15,15965.205717631674
2025-08-18,15901.953239566825
2025-08-19,16212.152685540666
2025-08-20,16444.314656597697
2025-08-21,15879.99170211885
2025-08-22,16402.781063951366
2025-08-25,16906.790759242336
2025-08-26,16672.477561275813
2025-08-27,16815.85626932166
2025-08-28,16997.238983662857
2025-08-29,17092.410660679263
2025-09-01,16883.516067528897
2025-09-02,16632.625722558634
2025-09-03,16620.536456454538
2025-09-04,17053.093439890206
2025-09-05,17255.884005241758
2025-09-08,17112.654492677848
2025-09-09,17403.4573620885
2025-09-10,16341.38314316416
2025-09-11,16757.818844465957
2025-09-12,16124.56962072548
2025-09-15,15993.612280065778
2025-09-16,15601.067147225896
2025-09-17,15159.548309484273
2025-09-18,15550.001255432859
2025-09-19,15387.956940941951
2025-09-22,15503.4284328344
2025-09-23,15484.863473298206
2025-09-24,15646.02776475526
2025-09-25,15669.985653621945
2025-09-26,15230.44112494827
2025-09-29,15566.140256267412
2025-09-30,15395.081250016574
2025-10-01,14873.259907522583
2025-10-02,14731.119383496722
2025-10-03,15224.213803747136
2025-10-06,15509.753912529688
2025-10-07,15388.467468495097
2025-10-08,15267.92563376049
2025-10-09,15157.556513103373
2025-10-10,15865.127888381414
2025-10-13,15996.671682566015
2025-10-14,16146.422649862361
2025-10-15,16514.692544077006
2025-10-16,16599.151133408446
2025-10-17,16501.91648161891
2025-10-20,16427.943007044276
2025-10-21,16399.34470421729
2025-10-22,16383.209728025637
2025-10-23,16645.43569372425
2025-10-24,16661.783019456427
2025-10-27,16930.337989515283
2025-10-28,16897.468809003403
2025-10-29,16924.019559836026
2025-10-30,16191.946906747373
2025-10-31,16519.69738565682
2025-11-03,16643.65582389352
2025-11-04,17011.15790963262
2025-11-05,15956.230134943355
2025-11-06,16705.366261609768
2025-11-07,16651.305942681156
2025-11-10,17060.367652234498
2025-11-11,16670.932455022434
2025-11-12,16894.925921656566
2025-11-13,16504.350535792684
2025-11-14,16276.258489226417
2025-11-17,16975.04366672227
2025-11-18,16901.06104377946
2025-11-19,16979.498698343734
2025-11-20,17305.53092804827
2025-11-21,17492.832491725585
2025-11-24,17548.0697794017
2025-11-25,17686.946879138774
2025-11-26,18646.408342740073
2025-11-27,18619.687335487055
2025-11-28,18699.36575776496
2025-12-01,19134.455603256254
2025-12-02,19603.370846326125
2025-12-03,20119.900525430832
2025-12-04,20401.907234458646
2025-12-05,19890.92919239832
2025-12-08,20616.95711301633
2025-12-09,20099.112649779272
2025-12-10,20230.360309258696
2025-12-11,19893.45039862873
2025-12-12,19862.08710063675
2025-12-15,20003.306464269943
2025-12-16,20142.241020985617
2025-12-17,20327.160369084635
2025-12-18,21059.952257879657
2025-12-19,21268.115806022735
2025-12-22,21150.471585234453
2025-12-23,21601.3245813531
2025-12-24,22171.69121713717
2025-12-25,21576.104001404103
2025-12-26,21858.59371100234
2025-12-29,22195.506632376673
2025-12-30,22046.756981173825
2025-12-31,22721.992978369886
2026-01-01,22643.23663281307
2026-01-02,22702.299388559375
2026-01-05,22612.13362981438
2026-01-06,22616.19954924136
2026-01-07,22072.49270970581
2026-01-08,21379.19667962336
2026-01-09,22140.53680991395
2026-01-12,21727.369654004462
2026-01-13,21254.123061509017
2026-01-14,20265.287017552335
2026-01-15,19978.525073922217
2026-01-16,19400.966257805587
2026-01-19,20112.91634298733
2026-01-20,20562.373908618643
2026-01-21,20249.435506543334
2026-01-22,21276.95938051099
2026-01-23,21738.980205095857
2026-01-26,21580.312108922495
2026-01-27,20419.92246880351
2026-01-28,21474.321261454803
2026-01-29,20822.97569440826
2026-01-30,20077.818628189532
2026-02-02,20532.264423819182
2026-02-03,21663.424187774857
2026-02-04,22331.13679784559
2026-02-05,22606.81276255481
2026-02-06,22901.46129896084
2026-02-09,23332.63617395557
2026-02-10,23722.457819751617
2026-02-11,23866.07953420978
2026-02-12,23917.05762176674
2026-02-13,23880.164405779502
2026-02-16,23482.632985054384
2026-02-17,23333.944170594128
2026-02-18,22475.352223955768
2026-02-19,22423.003560939527
2026-02-20,21935.960036020886
2026-02-23,21405.15440645079
2026-02-24,21486.704658644474
2026-02-25,22152.745320023852
2026-02-26,22602.142859690535
2026-02-27,21829.335809512282
2026-03-02,21354.698901909294
2026-03-03,21798.696383792
2026-03-04,21328.083270494186
2026-03-05,21219.239247379923
2026-03-06,21474.62703213485
2026-03-09,21017.562994869288
2026-03-10,21063.00201427321
2026-03-11,20449.1609915642
2026-03-12,20176.513977454044
2026-03-13,20315.945941380967
2026-03-16,19611.57966618872
2026-03-17,19799.72513891537
2026-03-18,19787.914894383743
2026-03-19,20027.152153649928
2026-03-20,20122.973300312296
2026-03-23,20734.00055375306
2026-03-24,20787.921936075538
2026-03-25,20588.670507607545
2026-03-26,20640.88185348355
2026-03-27,20886.19825569357
2026-03-30,20905.288037285063
2026-03-31,20920.581084107558
2026-04-01,20595.904861832874
2026-04-02,20293.7504899414
2026-04-03,19672.559600589146
2026-04-06,20442.899345742757
2026-04-07,19886.6232042774
2026-04-08,19581.91606927585
2026-04-09,19271.03919227623
2026-04-10,19651.839483871536
2026-04-13,19521.26192550074
2026-04-14,20062.465135894938
2026-04-15,19763.521699930654
2026-04-16,19882.211802914717
2026-04-17,19516.18440672039
2026-04-20,20458.050920914004
2026-04-21,19926.065895949243
2026-04-22,20059.361103715055
2026-04-23,20338.297988364284
2026-04-24,20521.342274006147
2026-04-27,20434.334131211945
2026-04-28,20372.593951820665
2026-04-29,20388.944661283687
2026-04-30,20319.642836694256
2026-05-01,20752.69031733844
2026-05-04,21785.609839404297
2026-05-05,21515.94791687396
2026-05-06,20872.435572264087
2026-05-07,20828.438524959725
2026-05-08,22043.83219852326
2026-05-11,21653.125192372932
2026-05-12,22446.28749670178
2026-05-13,23288.30651946376
2026-05-14,23002.02382690121
2026-05-15,23288.586989438405
2026-05-18,24135.95149373789
2026-05-19,23931.12279252647
2026-05-20,23820.04862260234
2026-05-21,23512.661329229715
2026-05-22,22988.683718891494
2026-05-25,22658.230600724502
2026-05-26,22051.356758492922
2026-05-27,22064.32190089384
2026-05-28,21689.36191127822
2026-05-29,21797.87984432342
2026-06-01,21059.352172508563
2026-06-02,21210.07443751632
2026-06-03,21599.93215761337
2026-06-04,20667.630745656897
2026-06-05,20835.37422265275
2026-06-08,21403.534940899826
2026-06-09,20836.834802495196
2026-06-10,21616.034751107785
2026-06-11,21813.088928277284
2026-06-12,21473.131551876253
2026-06-15,21443.234233940922
